location1,location2,location3,location4,location5,location6,location7,location8,location9,location10,location11,location12,location13,location14,location15,location16,location17,location18,location19,location20,location21,location22,location23,location24,location25,location26,location27,location28,location29,location30,location31,location32,location33,location34,location35,location36,location37,location38,location39,location40,location41,location42,location43,location44,location45,location46,location47,location48,location49,location50,location51,location52,location53,location54,location55,location56,location57,location58,location59,location60,location61,location62,location63,location64,location65,location66,location67,location68,location69,location70,location71,location72,location73,location74,location75,location76,location77,location78,location79,location80,location81,location82,location83,location84,location85,location86,location87,location88,location89,location90,location91,location92,location93,location94,location95,location96,location97,location98,location99,location100,location101,location102,location103,location104,location105,location106,location107,location108,location109,location110,location111,location112,location113,location114,location115,location116,location117,location118,location119,location120,location121,location122,location123
2022-05-01 00:01:00,57.164,56.732,57.047,58.181,57.236,57.218,57.191,54.626,53.519,57.947,58.568,57.596,57.254,56.525,57.308,59.324,58.136,56.048,55.697,,59.027,58.028,56.291,54.923,55.751,54.941,60.368,59.405,56.579,54.302,54.698,55.715,55.868,56.246,56.012,55.49,54.653,54.41,59.765,54.293,50.666,48.623,51.845,55.256,55.4,55.787,55.481,55.211,54.995,57.794,57.011,55.67,51.611,48.236,49.622,51.908,52.358,53.771,55.301,55.139,,55.931,55.697,55.292,54.473,53.384,52.07,52.097,52.592,54.041,55.004,55.202,54.302,55.013,55.4,55.148,54.689,54.149,53.465,54.185,56.264,54.842,53.996,55.382,56.912,57.416,56.588,56.327,55.04,54.104,54.743,55.562,55.265,54.392,53.663,54.815,54.977,53.951,54.077,55.337,55.778,55.022,55.202,,53.024,53.51,53.654,53.006,52.547,,,53.384,54.68,55.004,55.04,,51.332,52.169,52.07,51.98,53.978,
2022-05-01 01:01:00,55.058,53.906,54.086,55.769,54.455,54.473,54.212,52.097,51.971,56.327,56.372,54.914,54.725,53.78,56.732,57.614,56.174,53.807,53.492,,58.208,56.795,55.202,53.357,53.798,53.051,58.811,58.352,55.859,54.266,54.833,55.085,54.122,53.735,53.339,52.673,51.926,51.458,57.002,53.366,52.817,53.465,53.951,53.951,53.474,53.123,52.367,52.25,51.998,54.716,54.194,53.546,51.62,51.368,52.196,53.501,53.195,53.492,53.393,53.024,,52.583,52.466,52.556,52.925,52.439,52.385,52.583,52.736,53.33,53.528,53.276,51.53,51.98,52.772,52.142,52.331,52.673,52.556,53.096,54.293,52.835,52.376,,50.585,53.231,53.6,53.861,53.447,51.476,51.593,52.556,52.259,51.656,52.853,54.212,54.383,52.862,,,47.669,51.422,52.691,,50.792,50.972,50.864,50.648,50.378,,,45.419,,,46.427,,49.928,51.584,49.775,,50.702,
2022-05-01 02:01:00,51.485,50.567,51.458,52.43,51.062,52.007,51.836,49.946,50.279,53.015,52.637,50.999,51.935,51.521,53.942,54.689,53.753,51.917,51.764,,56.264,55.184,53.276,52.079,52.781,52.106,55.958,55.877,53.6,52.151,52.844,53.465,52.889,52.592,52.376,52.367,51.512,50.801,53.744,50.792,50.666,51.557,52.169,52.826,52.43,52.349,52.079,51.989,51.179,53.339,51.728,50.837,49.622,49.64,50.819,51.836,51.692,51.764,51.863,51.8,,51.935,51.566,50.684,50.315,50.783,50.603,50.486,51.107,51.809,51.62,51.53,50.99,50.99,51.647,51.206,50.261,49.676,50.531,51.692,52.808,51.332,50.9,49.883,51.08,52.043,52.277,52.637,52.844,50.378,50.747,51.611,51.512,50.468,51.845,53.609,53.438,51.755,49.127,49.829,50.855,50.927,51.458,,50.261,50.351,50.522,50.108,49.775,,,48.299,49.487,50.423,50.927,,50.288,50.531,50.657,51.566,50.441,
2022-05-01 03:01:00,52.196,50.513,50.72,53.069,51.755,51.593,51.242,49.649,50.513,53.951,53.312,52.277,51.962,51.206,54.221,54.698,53.654,51.233,51.404,,55.184,54.464,52.286,51.377,51.638,51.269,56.282,56.138,52.916,51.089,51.35,52.376,51.53,51.215,51.053,50.846,50.027,49.406,55.058,50.324,49.199,49.829,50.63,51.224,50.981,50.873,50.684,50.405,49.883,53.339,52.223,50.756,48.479,48.056,48.92,50.207,50.297,50.405,50.369,50.342,,50.486,50.486,50,49.658,49.154,48.974,49.541,49.928,50.414,50.486,50.126,49.766,49.532,50.513,49.622,49.415,49.55,49.694,50.639,51.638,49.964,49.559,48.857,49.37,50.378,50.207,50.585,51.755,49.136,49.217,50.144,50.09,49.478,52.142,52.781,52.61,50.315,47.462,48.173,49.1,49.028,49.946,,49.217,48.956,49.505,49.64,49.559,,,46.922,47.516,48.911,49.406,,50.099,48.551,49.154,50.18,49.721,
2022-05-01 04:01:00,51.521,49.235,49.739,52.043,50.675,50.513,50.045,48.875,50.027,52.916,52.34,51.071,50.594,50,53.312,53.528,52.277,50.216,50.468,,54.491,53.222,51.296,50.405,50.585,50.405,54.878,55.166,51.962,49.442,49.982,50.936,50.45,50,49.649,49.811,49.037,48.353,53.879,49.145,47.696,48.452,49.073,50.054,49.676,49.757,49.595,49.19,48.893,52.232,50.891,49.334,46.814,46.436,47.507,49.217,49.145,49.181,49.316,49.154,,49.154,48.965,48.569,48.029,47.948,47.75,48.407,48.875,49.514,49.424,49.199,48.497,47.939,48.785,48.38,47.714,48.236,49.091,50.333,50.738,49.163,48.542,46.967,47.615,48.758,48.569,49.19,50.567,47.813,47.903,48.812,48.38,47.912,52.34,52.817,52.403,49.757,46.049,46.517,47.237,47.822,48.2,,48.056,47.804,48.326,48.587,49.001,,,45.635,46.202,47.435,48.191,,49.91,47.264,47.642,48.992,49.406,
2022-05-01 05:01:00,50.513,47.813,48.164,50.405,48.983,48.974,48.74,48.029,49.397,51.782,50.81,49.514,49.253,48.596,52.277,52.097,50.873,48.83,49.424,,53.168,51.953,50.126,49.343,49.361,49.496,54.131,54.014,50.963,48.254,48.542,49.811,49.154,48.614,48.623,48.848,48.038,47.66,52.493,47.957,46.427,47.264,48.11,48.992,48.641,48.749,48.695,48.353,47.849,51.152,49.91,48.011,45.671,45.455,46.814,48.371,48.56,48.596,48.443,48.317,,47.93,47.768,47.408,47.156,46.895,47.156,47.966,48.533,48.929,48.677,48.407,47.759,46.688,47.615,47.156,46.796,47.543,48.722,49.955,50.063,48.065,47.642,45.752,46.346,47.462,47.498,48.047,49.577,46.931,46.895,47.507,47.444,47.192,51.899,51.917,51.422,48.875,45.032,44.933,45.977,46.616,46.814,,46.832,46.643,47.633,48.02,48.596,,,44.519,44.834,45.986,46.589,,49.505,45.527,46.427,47.876,46.94,
2022-05-01 06:01:00,49.532,46.697,46.805,49.577,47.66,47.624,47.192,46.742,48.677,51.071,49.685,48.407,48.218,47.129,51.701,51.098,49.946,48.209,48.524,,52.016,51.44,49.19,48.866,48.695,48.83,53.348,53.276,49.964,47.246,47.516,48.875,48.659,48.038,48.182,48.515,47.309,46.778,51.89,46.526,45.32,45.851,46.931,48.308,48.146,48.245,48.164,47.624,46.859,50.243,49.253,47.021,44.78,44.402,45.896,47.552,47.606,48.128,48.065,47.75,,47.075,46.949,46.391,46.139,46.04,46.166,46.895,47.777,48.362,48.398,47.948,47.003,45.761,46.724,46.139,45.914,46.562,47.903,49.613,49.406,47.651,47.138,44.618,44.627,46.085,46.67,47.021,49.019,45.68,45.824,46.616,46.256,45.851,51.233,51.89,51.179,48.884,43.466,43.205,45.095,45.536,46.094,,46.679,45.968,46.814,46.571,46.967,,,42.854,42.944,44.618,45.545,,48.884,42.647,44.105,45.986,,
2022-05-01 07:01:00,49.406,45.752,45.779,48.65,46.733,46.706,46.436,46.103,47.984,50.288,48.776,47.786,47.12,46.472,50.882,50.279,49.172,47.219,47.48,,51.818,50.864,48.767,48.02,47.696,48.056,52.565,52.871,49.226,46.283,46.499,47.84,47.39,46.778,46.535,46.886,46.211,45.698,51.044,46.148,44.42,45.221,46.175,47.21,46.787,46.823,46.967,46.643,45.815,50.126,48.461,46.427,44.069,43.52,44.843,46.22,46.661,46.967,46.832,46.607,,46.643,46.418,45.914,45.752,45.464,45.212,46.049,46.715,47.192,47.201,46.868,46.652,45.356,46.148,45.815,45.689,46.031,46.832,48.434,48.776,46.994,46.724,43.511,43.961,45.338,45.491,46.22,48.848,45.815,45.383,46.49,46.355,45.536,50.558,50.747,50.612,48.398,42.755,42.305,44.231,45.095,45.23,,46.202,45.779,46.904,46.544,46.04,,,42.404,42.404,43.808,44.906,,47.561,43.961,44.348,45.725,46.607,
2022-05-01 08:01:00,48.659,45.122,44.951,47.84,45.68,45.653,45.221,45.248,47.48,49.082,47.795,46.463,46.256,45.365,50.225,49.451,48.173,46.616,46.913,,50.747,49.892,48.11,47.768,47.012,47.453,51.647,52.025,48.551,45.68,46.157,47.318,47.003,45.887,45.509,45.968,45.257,44.681,50.522,44.96,43.619,44.519,45.635,46.508,46.13,45.788,45.815,45.626,45.149,49.316,47.615,45.572,43.268,42.719,43.835,45.716,45.878,46.103,45.752,45.752,,45.977,45.554,45.05,44.897,44.699,44.501,45.122,45.761,46.058,45.806,45.824,46.049,44.591,45.41,45.14,44.69,45.104,46.139,47.453,47.444,45.203,45.158,43.169,43.259,44.258,44.753,45.347,48.119,44.969,44.6,45.536,45.464,44.798,49.586,50.108,49.235,46.958,42.539,41.468,43.295,44.357,44.654,,46.076,45.437,46.013,45.77,45.374,,,42.08,41.954,43.07,44.258,,47.183,43.376,44.069,45.563,46.715,
2022-05-01 09:01:00,48.497,43.961,43.862,46.994,45.05,44.528,44.402,44.222,46.949,49.055,47.192,45.914,45.293,44.105,49.838,48.875,47.615,45.608,45.797,,50.36,49.658,47.075,47.291,46.166,46.436,51.278,51.8,47.993,44.915,44.996,46.562,46.247,45.167,44.591,44.96,44.213,43.916,50.225,44.681,42.908,43.583,44.573,45.59,45.113,44.699,44.87,44.411,43.799,49.1,47.21,45.185,42.584,42.143,43.466,44.987,44.879,44.924,44.708,44.51,,44.915,44.816,44.447,44.357,44.222,43.772,44.033,44.672,45.239,44.663,44.438,45.671,43.844,44.573,44.348,44.186,44.528,45.923,47.183,46.562,44.078,43.754,42.314,42.107,43.709,44.132,44.816,47.633,44.69,44.096,44.663,44.825,43.862,49.739,49.919,48.983,46.292,41.396,40.847,42.809,43.871,43.52,,45.248,44.483,45.095,45.437,44.969,,,41.072,40.685,42.269,43.565,,47.228,42.674,42.746,44.555,45.914,
2022-05-01 10:01:00,48.848,44.123,43.853,47.138,44.726,44.402,44.042,43.808,46.535,49.136,46.589,45.545,45.104,43.916,50.189,48.47,47.363,45.599,45.806,,50.216,49.226,47.219,46.949,46.166,46.562,51.116,51.422,47.687,44.375,44.834,46.22,46.31,45.131,44.627,44.573,43.79,43.691,50.045,44.492,42.548,43.556,44.51,45.644,45.077,44.699,44.609,44.384,43.745,48.902,47.426,44.897,42.467,41.684,43.205,44.789,44.852,44.852,44.546,44.285,,44.879,44.915,44.195,43.745,43.736,43.214,43.448,44.249,44.681,44.303,44.186,45.176,43.142,44.456,43.889,43.565,44.042,45.329,46.76,46.787,43.943,43.223,42.593,41.819,43.214,43.97,44.843,47.885,44.141,43.556,44.114,44.051,43.619,49.748,49.748,49.631,46.094,41.702,40.289,42.296,43.682,43.592,,44.933,43.97,44.411,44.726,44.672,,,41.144,40.55,42.107,43.178,,46.913,41.72,42.125,44.132,45.662,
2022-05-01 11:01:00,50.927,47.732,48.182,49.811,48.047,48.164,47.921,47.219,47.804,51.341,49.613,48.803,48.605,47.849,52.457,51.017,50.396,48.731,49.037,,52.61,51.737,49.973,49.217,49.199,49.406,53.222,53.627,50.153,47.444,47.903,48.911,49.217,48.533,48.38,48.11,47.354,47.804,52.304,47.768,46.481,46.967,47.948,49.046,48.695,48.452,48.506,48.263,47.75,51.197,49.811,47.822,45.986,45.644,47.264,48.362,48.695,48.641,48.47,48.389,,47.876,48.002,47.147,46.931,47.309,47.39,48.119,48.695,48.929,48.731,48.497,47.876,46.913,47.831,47.327,47.264,48.02,49.505,50.486,49.946,48.947,48.506,47.408,46.76,47.516,47.588,48.596,50.522,47.525,46.958,47.75,47.777,47.894,51.908,52.232,52.088,50.288,46.373,45.635,46.463,47.525,48.038,,47.957,47.282,47.741,48.461,48.731,,,45.923,45.824,46.337,47.39,,49.307,46.274,46.715,47.84,48.056,
2022-05-01 12:01:00,55.058,55.652,55.985,55.688,55.472,55.607,56.057,55.409,54.014,55.274,56.255,56.012,55.742,55.607,56.282,56.894,56.894,55.526,55.211,,57.146,57.218,55.841,54.068,55.085,54.383,56.993,58.127,56.3,54.707,55.103,55.409,55.328,55.427,55.661,55.274,55.049,55.931,57.029,54.752,54.545,54.185,54.905,55.652,55.463,55.94,55.958,56.885,56.912,55.373,55.094,55.067,53.807,53.555,54.545,55.589,55.76,56.579,56.867,56.885,,54.185,53.951,53.834,54.257,54.815,54.851,56.066,56.867,56.912,56.732,56.525,53.159,54.374,54.644,54.32,54.5,55.103,55.436,55.337,56.165,56.291,56.264,55.076,55.247,55.805,55.796,56.624,55.67,53.771,54.392,55.166,55.499,55.553,54.455,54.509,55.184,55.688,54.41,55.085,55.229,55.544,56.282,,53.654,53.744,54.266,54.437,53.87,,,54.869,55.166,55.814,55.913,,52.205,54.815,55.517,55.391,54.518,
2022-05-01 13:01:00,59.549,63.365,64.787,62.051,63.509,63.824,64.949,62.285,58.667,61.817,64.922,64.319,64.364,63.941,62.069,64.553,65.102,63.167,61.556,,63.482,63.95,62.906,60.494,62.771,61.151,62.348,63.5,63.122,63.455,64.031,63.626,63.14,64.481,65.318,64.22,63.77,65.111,62.078,63.59,63.887,63.608,64.67,64.202,64.58,65.57,64.994,66.542,66.749,60.98,62.006,64.4,64.085,63.248,64.049,65.201,66.344,67.271,67.658,67.424,,62.168,61.781,62.546,63.833,64.616,64.796,66.362,67.505,67.37,67.685,67.217,59.981,63.608,63.455,63.734,64.274,64.238,62.528,61.925,65.345,66.821,65.885,62.303,63.491,64.256,63.41,63.374,59.126,62.294,64.319,65.228,65.075,64.355,57.281,57.623,59.198,62.402,62.312,63.833,63.743,62.96,63.248,,61.349,63.221,62.375,60.629,59.297,,,63.473,64.481,64.265,63.185,,56.165,62.96,63.239,62.195,60.332,
2022-05-01 14:01:00,62.267,67.775,70.061,67.55,69.521,68.639,69.683,66.857,61.484,65.867,71.33,71.339,69.638,68.81,64.571,69.197,70.97,68.864,67.784,,66.668,68.621,68.315,65.948,69.026,65.795,63.68,66.074,67.397,69.953,71.969,71.015,71.582,74.993,75.011,71.609,70.403,72.689,,68.954,69.728,71.06,72.941,72.122,74.192,76.271,74.291,75.119,75.209,62.096,,,68.216,69.215,69.989,72.716,76.271,77.756,78.035,77.675,,65.273,66.218,,,67.757,68.936,72.365,76.181,77.099,77.621,77.495,,,66.668,68.198,68.036,66.659,62.447,61.547,71.762,75.812,74.633,67.91,70.988,73.4,73.058,72.248,64.49,64.274,,69.62,69.827,68.828,57.326,54.995,58.064,64.994,67.82,70.403,70.529,70.241,72.185,,64.103,67.406,66.506,61.826,59.99,,,69.197,69.962,69.53,68.918,,55.328,68.117,69.422,68.072,60.53,
2022-05-01 15:01:00,65.714,72.077,73.274,70.493,73.337,73.031,72.86,64.328,,69.197,75.443,75.038,74.57,73.481,72.05,76.37,77.45,74.201,70.646,,75.605,75.956,73.274,68.216,72.842,67.748,75.281,76.145,77.495,79.205,78.188,75.155,75.353,79.196,78.404,74.246,73.211,76.163,76.982,82.157,82.265,80.006,79.565,76.685,78.611,80.276,77.738,79.151,80.177,75.317,78.863,84.047,84.092,80.78,80.123,80.159,81.509,82.184,83.309,83.615,,78.737,79.61,81.671,83.057,82.463,81.194,81.968,82.049,80.366,80.69,81.914,,76.829,79.151,81.905,82.49,80.303,73.526,70.529,76.226,77.675,75.92,69.368,,73.04,72.266,69.584,,,,79.376,80.717,80.393,62.33,61.889,64.238,69.224,73.67,75.074,73.967,70.412,72.698,,69.791,75.587,,,64.688,,,75.65,75.731,74.264,72.671,,56.777,75.389,74.732,73.238,65.885,
2022-05-01 16:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,74.894,,,,,,,,,,73.562,,,,76.316,72.995,70.754,68.189,71.798,74.003,73.4,76.253,78.665,75.11,,,79.844,71.591,,,,70.655,72.311,75.083,,78.863,79.853,,80.438,,,,,,,,,,,,82.319,77.189,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.418,71.843,,,66.965,
2022-05-01 17:01:00,,75.785,82.301,,76.01,82.913,82.508,,,,,,77.945,82.922,,,,,,,,,,63.257,73.355,72.716,,,,,,,,,80.249,78.926,73.301,,,,,,,,,76.109,79.313,79.457,74.489,,,,,,,,,,80.843,81.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-01 18:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.39,73.184,68.693,72.617,
2022-05-01 19:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.316,76.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-01 20:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-01 21:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-01 22:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-01 23:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02 00:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02 01:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02 02:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02 03:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02 04:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02 05:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02 06:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02 07:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02 08:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02 09:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02 10:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02 11:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02 12:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02 13:01:00,,,,,,,,,,,,,45.545,44.735,,,,,45.842,,,,,,,,48.47,47.885,48.047,,45.626,,,,,,,,48.128,,46.688,,,,,,,,,48.695,48.398,47.768,45.527,,,,,,,,,48.443,47.696,,,,,,,,,,49.694,49.667,,,,,,,,,,,,,,50.126,49.883,49.235,48.713,46.832,,,,,,,,,,,49.991,,,,,,,,,,,,51.17,,,,,,,
2022-05-02 14:01:00,,48.533,,,48.803,48.452,47.759,47.012,,,48.227,48.326,,,49.613,49.217,48.389,,47.75,,,49.154,,47.993,48.083,47.588,48.731,,,48.812,48.956,,,47.489,47.57,47.624,,47.507,,48.713,,,48.191,47.975,47.777,47.858,48.155,47.903,47.867,,,48.776,49.091,48.551,48.695,48.137,48.173,47.822,48.65,48.533,,,,,,,,,,,,,,,,,,,,,,,49.208,,,,,,50.342,,,,,49.874,,,,49.415,50.72,50.378,51.53,51.566,,,50.189,,,,,,,50.828,50.396,50.576,,,,,,50.279,,
2022-05-02 15:01:00,49.496,,,49.883,49.541,,,,,,50.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.531,50.261,52.16,52.457,51.449,50.891,50.567,49.568,49.046,,,,49.703,50.675,51.971,52.043,51.638,51.845,50.945,49.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.27,50.315,,,,,,,51.26,,,,,,51.512,,
2022-05-02 16:01:00,,,,,,,,,,,,,,,,,49.946,49.334,,,49.37,49.712,49.82,,,,49.262,49.424,49.766,,,,,,,,,,,,49.235,49.235,49.685,49.541,50.459,50.36,50.198,50,50.09,,,,49.46,49.316,49.766,49.739,50.207,50.576,51.026,50.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.396,,,,,50.117,,50.234,50.567,50.423,,50.153,50.234,,50.279,49.757,,,50.621,50.387,,50.567,,,,50.432,50.54,,
2022-05-02 17:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,50.27,50.216,50.054,50.369,50.315,,,,,,,,,,,49.73,49.856,49.838,49.514,49.487,49.145,49.289,48.785,,,,,49.73,49.784,49.937,49.991,49.424,49.028,49.451,,,,,,,,,,,,,,,,,,,49.811,49.766,,,,,,,,,,,,,,,,,,,,,,,,,50.18,,,,,,,,,,,,,,,,,
2022-05-02 18:01:00,48.101,48.749,49.208,50.045,49.973,49.253,48.461,49.001,49.235,50.036,50.675,50.576,49.559,45.914,46.877,49.676,50.099,50.54,50.072,,47.741,46.382,48.29,50.333,49.046,48.767,50.774,50.126,49.271,49.028,48.938,50.531,50.621,49.793,49.163,48.146,47.417,,50.81,50.297,50.522,50.18,50.504,49.955,49.631,49.199,48.092,47.03,,50.612,50.81,50.522,50.468,50.72,50.27,50.216,49.658,49.478,48.884,47.489,,50.558,50.729,50.486,50.432,50.63,50.333,50,49.514,49.019,48.461,48.587,52.169,52.412,51.647,50.684,50.684,50.081,50.297,49.865,49.433,48.884,48.92,50.549,50.378,50.225,50.423,50.927,51.449,51.917,52.394,52.43,51.314,50.756,50.513,49.379,49.496,49.712,50.324,49.703,50.216,50.027,50.27,,51.854,52.043,51.269,50.918,50.846,,,50.684,50.792,50.486,50.297,,50.756,51.152,50.846,51.044,51.593,
2022-05-02 19:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.206,50.657,50.63,49.973,49.523,49.244,48.641,48.092,,,,,51.278,51.008,50.315,50.054,49.586,49.046,48.614,48.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02 20:01:00,,,,,,,,48.335,48.02,,,,,,,,,,,,,,,,48.839,,,,,,49.316,49.262,49.073,,,,,,,49.379,48.902,49.118,49.118,49.271,49.208,49.37,49.172,49.082,49.676,49.046,49.046,49.01,,49.172,49.28,49.433,49.451,49.73,49.586,49.694,,,,,,,49.64,49.487,,,,,,,,,,,49.289,49.244,,,,,,,,,,,,,49.406,49.604,49.541,49.262,,,48.911,48.569,48.857,48.911,,,49.163,49.361,49.658,49.658,49.163,,,,,,49.019,,49.325,,,,49.46,
2022-05-02 21:01:00,,,48.326,50.765,,,47.237,46.445,46.436,,,,,47.975,,50.63,,,,,,,50.396,,,48.047,,,,,,,,,48.092,48.434,48.263,48.155,,,51.035,50.513,50.333,49.955,49.397,49.172,48.884,48.542,48.992,,50.603,,50.747,50.747,49.829,49.577,49.271,49.406,49.154,49.01,,,,50.972,50.45,50.54,,,,,,,51.359,51.422,,51.485,,,,,,,,,51.395,51.836,51.908,51.89,51.44,51.755,51.62,51.107,51.746,51.251,,,,,,,50.738,51.08,,,,,51.098,50.81,,,,,50.18,50.09,50.288,,50.36,50.216,50.27,50.126,50.342,
2022-05-02 22:01:00,48.497,48.281,48.65,,,49.235,49.208,48.866,48.128,,,,49.658,49.919,,,46.841,48.398,49.748,,48.011,49.568,49.973,49.217,50.216,49.901,48.218,48.857,49.424,49.883,49.397,50.144,49.928,50.828,50.135,50.045,49.712,50.162,48.551,49.073,49.802,50.108,50.324,50.297,50.405,50.558,50.558,50.846,51.008,49.127,49.361,48.911,49.82,50.342,50.711,50.711,50.315,50.756,50.828,51.026,,50.081,50.135,50.081,50.279,51.152,51.566,50.54,51.026,51.539,51.395,51.152,49.91,50.594,50.702,50.378,50.774,51.161,51.737,51.575,51.737,51.602,51.593,50.036,49.784,49.379,50.027,50.324,50.144,50.351,50.99,50.684,50.486,51.206,51.935,52.097,51.575,51.188,49.847,49.649,49.802,49.766,49.721,,49.721,50.459,50.612,50.882,50.9,,,49.991,,,49.712,,51.026,50.396,50.144,49.91,50.81,
